Time,Channel A,Channel B
(ms),(V),(V)

-342.38099158,6.90450800,0.35706660
-342.37075158,6.90450800,0.35706660
-342.36051158,6.90450800,0.35706660
-342.35027158,6.90450800,0.35706660
-342.34003158,6.90450800,0.35706660
-342.32979158,6.90450800,0.39674060
-342.31955158,6.90450800,0.35706660
-342.30931158,6.90450800,0.31739250
-342.29907158,6.90450800,0.35706660
-342.28883158,6.90450800,0.35706660
-342.27859158,6.90450800,0.35706660
-342.26835158,6.90450800,0.35706660
-342.25811158,6.90450800,0.35706660
-342.24787158,6.90450800,0.35706660
-342.23763158,6.90450800,0.35706660
-342.22739158,6.90450800,0.31739250
-342.21715158,6.90450800,0.35706660
-342.20691158,6.90450800,0.35706660
-342.19667158,6.90450800,0.35706660
-342.18643158,6.90450800,0.31739250
-342.17619158,6.90450800,0.35706660
-342.16595158,6.90450800,0.35706660
-342.15571158,6.90450800,0.35706660
-342.14547158,6.90450800,0.35706660
-342.13523158,6.90450800,0.35706660
-342.12499158,6.90450800,0.31739250
-342.11475158,6.90450800,0.35706660
-342.10451158,6.90450800,0.35706660
-342.09427158,6.90450800,0.35706660
-342.08403158,6.90450800,0.35706660
-342.07379158,6.90450800,0.39674060
-342.06355158,6.90450800,0.35706660
-342.05331158,6.90450800,0.35706660
-342.04307158,6.90450800,0.35706660
-342.03283158,6.90450800,0.35706660
-342.02259158,6.90450800,0.35706660
-342.01235158,6.82516000,0.35706660
-342.00211158,6.82516000,0.35706660
-341.99187158,6.82516000,0.35706660
-341.98163158,6.82516000,0.35706660
-341.97139158,6.90450800,0.39674060
-341.96115158,6.90450800,0.35706660
-341.95091158,6.90450800,0.35706660
-341.94067158,6.90450800,0.35706660
-341.93043158,6.82516000,0.35706660
-341.92019158,6.90450800,0.35706660
-341.90995158,6.90450800,0.35706660
-341.89971158,6.90450800,0.35706660
-341.88947158,6.90450800,0.35706660
-341.87923158,6.82516000,0.35706660
-341.86899158,6.90450800,0.35706660
-341.85875158,6.90450800,0.35706660
-341.84851158,6.90450800,0.35706660
-341.83827158,6.90450800,0.35706660
-341.82803158,6.82516000,0.35706660
-341.81779158,6.82516000,0.39674060
-341.80755158,6.90450800,0.35706660
-341.79731158,6.82516000,0.35706660
-341.78707158,6.82516000,0.35706660
-341.77683158,6.82516000,0.35706660
-341.76659158,6.90450800,0.35706660
-341.75635158,6.90450800,0.35706660
-341.74611158,6.90450800,0.35706660
-341.73587158,6.90450800,0.35706660
-341.72563158,6.90450800,0.35706660
-341.71539158,6.90450800,0.35706660
-341.70515158,6.90450800,0.35706660
-341.69491158,6.90450800,0.35706660
-341.68467158,6.90450800,0.35706660
-341.67443158,6.90450800,0.35706660
-341.66419158,6.90450800,0.31739250
-341.65395158,6.90450800,0.35706660
-341.64371158,6.90450800,0.35706660
-341.63347158,6.90450800,0.31739250
-341.62323158,6.90450800,0.35706660
-341.61299158,6.90450800,0.35706660
-341.60275158,6.90450800,0.35706660
-341.59251158,6.90450800,0.35706660
-341.58227158,6.90450800,0.35706660
-341.57203158,6.90450800,0.35706660
-341.56179158,6.98385600,0.35706660
-341.55155158,6.98385600,0.35706660
-341.54131158,6.98385600,0.35706660
-341.53107158,6.90450800,0.35706660
-341.52083158,6.98385600,0.35706660
-341.51059158,6.90450800,0.35706660
-341.50035158,6.90450800,0.35706660
-341.49011158,6.98385600,0.35706660
-341.47987158,6.98385600,0.35706660
-341.46963158,6.90450800,0.35706660
-341.45939158,6.98385600,0.35706660
-341.44915158,6.98385600,0.35706660
-341.43891158,6.90450800,0.35706660
-341.42867158,6.90450800,0.35706660
-341.41843158,6.98385600,0.35706660
-341.40819158,6.90450800,0.35706660
-341.39795158,6.90450800,0.35706660
-341.38771158,6.90450800,0.35706660
-341.37747158,6.90450800,0.35706660
-341.36723158,6.90450800,0.35706660
-341.35699158,6.90450800,0.35706660
-341.34675158,6.90450800,0.35706660
-341.33651158,6.90450800,0.35706660
-341.32627158,6.82516000,0.35706660
-341.31603158,6.90450800,0.35706660
-341.30579158,6.82516000,0.35706660
-341.29555158,6.82516000,0.35706660
-341.28531158,6.82516000,0.35706660
-341.27507158,6.82516000,0.35706660
-341.26483158,6.82516000,0.35706660
-341.25459158,6.82516000,0.35706660
-341.24435158,6.82516000,0.35706660
-341.23411158,6.82516000,0.35706660
-341.22387158,6.82516000,0.35706660
-341.21363158,6.82516000,0.35706660
-341.20339158,6.74581100,0.35706660
-341.19315158,6.82516000,0.35706660
-341.18291158,6.82516000,0.31739250
-341.17267158,6.74581100,0.35706660
-341.16243158,6.74581100,0.39674060
-341.15219158,6.66646300,0.35706660
-341.14195158,6.66646300,0.35706660
-341.13171158,6.66646300,0.35706660
-341.12147158,6.66646300,0.35706660
-341.11123158,6.58711500,0.35706660
-341.10099158,6.58711500,0.35706660
-341.09075158,6.58711500,0.35706660
-341.08051158,6.50776700,0.35706660
-341.07027158,6.50776700,0.35706660
-341.06003158,6.50776700,0.35706660
-341.04979158,6.42841900,0.35706660
-341.03955158,6.42841900,0.35706660
-341.02931158,6.34907100,0.35706660
-341.01907158,6.34907100,0.35706660
-341.00883158,6.34907100,0.31739250
-340.99859158,6.26972200,0.31739250
-340.98835158,6.26972200,0.35706660
-340.97811158,6.19037400,0.31739250
-340.96787158,6.19037400,0.35706660
-340.95763158,6.11102600,0.35706660
-340.94739158,6.11102600,0.35706660
-340.93715158,6.11102600,0.35706660
-340.92691158,6.03167800,0.35706660
-340.91667158,6.03167800,0.35706660
-340.90643158,5.95233000,0.35706660
-340.89619158,5.87298200,0.35706660
-340.88595158,5.87298200,0.39674060
-340.87571158,5.87298200,0.35706660
-340.86547158,5.79363400,0.35706660
-340.85523159,5.71428600,0.35706660
-340.84499159,5.71428600,0.35706660
-340.83475159,5.63463300,0.35706660
-340.82451159,5.63463300,0.35706660
-340.81427159,5.55528500,0.35706660
-340.80403159,5.47593600,0.35706660
-340.79379159,5.47593600,0.35706660
-340.78355159,5.39658800,0.35706660
-340.77331159,5.31724000,0.35706660
-340.76307159,5.31724000,0.31739250
-340.75283159,5.23789200,0.35706660
-340.74259159,5.15854400,0.35706660
-340.73235159,5.15854400,0.31739250
-340.72211159,5.07919500,0.35706660
-340.71187159,4.99984700,0.35706660
-340.70163159,4.99984700,0.35706660
-340.69139159,4.99984700,0.35706660
-340.68115159,4.92049900,0.35706660
-340.67091159,4.84115100,0.35706660
-340.66067159,4.84115100,0.35706660
-340.65043159,4.76180300,0.39674060
-340.64019159,4.76180300,0.35706660
-340.62995159,4.68245500,0.35706660
-340.61971159,4.60310700,0.35706660
-340.60947159,4.60310700,0.35706660
-340.59923159,4.52375900,0.35706660
-340.58899159,4.52375900,0.35706660
-340.57875159,4.44441000,0.35706660
-340.56851159,4.44441000,0.35706660
-340.55827159,4.36506200,0.35706660
-340.54803159,4.36506200,0.35706660
-340.53779159,4.28571400,0.35706660
-340.52755159,4.28571400,0.35706660
-340.51731159,4.28571400,0.35706660
-340.50707159,4.20606100,0.31739250
-340.49683159,4.20606100,0.35706660
-340.48659159,4.12671300,0.35706660
-340.47635159,4.12671300,0.35706660
-340.46611159,4.12671300,0.35706660
-340.45587159,4.04736500,0.35706660
-340.44563159,4.04736500,0.35706660
-340.43539159,4.04736500,0.35706660
-340.42515159,4.04736500,0.35706660
-340.41491159,4.04736500,0.31739250
-340.40467159,3.96801700,0.35706660
-340.39443159,3.96801700,0.35706660
-340.38419159,3.96801700,0.35706660
-340.37395159,3.88866900,0.35706660
-340.36371159,3.96801700,0.35706660
-340.35347159,3.88866900,0.35706660
-340.34323159,3.88866900,0.35706660
-340.33299159,3.96801700,0.35706660
-340.32275159,3.88866900,0.39674060
-340.31251159,3.88866900,0.35706660
-340.30227159,3.96801700,0.35706660
-340.29203159,3.88866900,0.35706660
-340.28179159,3.96801700,0.35706660
-340.27155159,3.96801700,0.35706660
-340.26131159,3.96801700,0.35706660
-340.25107159,4.04736500,0.35706660
-340.24083159,4.04736500,0.35706660
-340.23059159,4.04736500,0.35706660
-340.22035159,4.04736500,0.35706660
-340.21011159,4.12671300,0.35706660
-340.19987159,4.12671300,0.35706660
-340.18963159,4.12671300,0.35706660
-340.17939159,4.20606100,0.35706660
-340.16915159,4.20606100,0.35706660
-340.15891159,4.28571400,0.35706660
-340.14867159,4.28571400,0.35706660
-340.13843159,4.36506200,0.35706660
-340.12819159,4.36506200,0.35706660
-340.11795159,4.36506200,0.35706660
-340.10771159,4.44441000,0.35706660
-340.09747159,4.52375900,0.35706660
-340.08723159,4.52375900,0.35706660
-340.07699159,4.60310700,0.35706660
-340.06675159,4.60310700,0.31739250
-340.05651159,4.68245500,0.35706660
-340.04627159,4.76180300,0.35706660
-340.03603159,4.84115100,0.35706660
-340.02579159,4.84115100,0.35706660
-340.01555159,4.92049900,0.35706660
-340.00531159,4.99984700,0.35706660
-339.99507159,4.99984700,0.35706660
-339.98483159,5.07919500,0.35706660
-339.97459159,5.15854400,0.35706660
-339.96435159,5.23789200,0.35706660
-339.95411159,5.31724000,0.35706660
-339.94387159,5.31724000,0.35706660
-339.93363159,5.39658800,0.35706660
-339.92339159,5.47593600,0.35706660
-339.91315159,5.47593600,0.35706660
-339.90291159,5.55528500,0.35706660
-339.89267159,5.63463300,0.39674060
-339.88243159,5.63463300,0.35706660
-339.87219159,5.71428600,0.35706660
-339.86195159,5.79363400,0.35706660
-339.85171159,5.79363400,0.35706660
-339.84147159,5.87298200,0.39674060
-339.83123159,5.95233000,0.35706660
-339.82099159,6.03167800,0.35706660
-339.81075159,6.03167800,0.35706660
-339.80051159,6.11102600,0.35706660
-339.79027159,6.19037400,0.35706660
-339.78003159,6.26972200,0.35706660
-339.76979159,6.26972200,0.35706660
-339.75955159,6.26972200,0.35706660
-339.74931159,6.34907100,0.35706660
-339.73907159,6.42841900,0.35706660
-339.72883159,6.42841900,0.35706660
